md5,處置,itemId,檔名,MB,保留正本
2076f1eef939c28bc35a3c41d4f5fb2e,刪(進垃圾桶),1hunv7LvvkyGb_yKH6NlVuovFL0sOggc1,11.求道對我有什麼好處.mp3,6.0,11.求道對我有什麼好處.mp3
7ebb6f715a18faae797bb5f9cded955f,刪(進垃圾桶),18iFI2y8grAVQLCWsU8so1P-LjeM9cfzs,15.求道對我的生活有什麼影響.mp3,4.9,15.求道對我的生活有什麼影響.mp3
f2942ce1f45a85cd45c2d2a9e904f57b,刪(進垃圾桶),1mGUPo3cr4fl_R-wggda51b6YtLSD7bi6,13.具備什麼條件才可以求道.mp3,2.9,13.具備什麼條件才可以求道.mp3
e6186f3c52f91a813b89dc0451d20189,刪(進垃圾桶),1HuPHXQc8O1Vt1RHInIGJHooYEOqwIGVM,16.道的寶貴有什麼印證.mp3,3.5,16.道的寶貴有什麼印證.mp3
426f0065fe3f4f8543d2e157a168454c,刪(進垃圾桶),1pivVVXnt-wPu_t6A-dRSUm_vl0R8ooy5,14.具備什麼條件才可以求道(補充資料).mp3,1.1,14.具備什麼條件才可以求道(補充資料).mp3
8d148ecf7741ae0caea2125714d887b1,刪(進垃圾桶),1fV0-TYtthJtSwEdIUSucL4G229QV8NL9,01.前言.mp3,4.9,01.前言.mp3
5e04d98425658881c0b3d9574497b594,刪(進垃圾桶),1A8rTnIvNTNYLlW0bNRmr3rYLAuRZ6wy2,07.道與我有什麼關係.mp3,4.2,07.道與我有什麼關係.mp3
3079f31a32bd4d68655817c6477bca24,刪(進垃圾桶),1uvc-4wuT-Ei8w895R_NwgC8ZXkNuxi_C,08.道與我有什麼關係(補充資料).mp3,1.1,08.道與我有什麼關係(補充資料).mp3
4f57c117ac61fe8cf5068ae9b0628194,刪(進垃圾桶),1JI7MPS0K0uAS-DZ0xCYQm1uF8THQt3jh,求道的時代意義(有聲書，林秀環試錄，慢速).MP3,4.8,1125_180722.MP3
a4ce0dd78d1cb00ffb05f054430b4f37,刪(進垃圾桶),12wCzJTNKpOQltdMKvznJwNLENHX5ynud,1006_101154.MP3,0.2,1006_101154.MP3
d41d8cd98f00b204e9800998ecf8427e,刪(進垃圾桶),1uzEtOS2jt_3APo3Mty1Vx3yRSPbf7Pyt,R09_0011.MP3,0.0,00 曲目歌詞 (未完成).docx
d41d8cd98f00b204e9800998ecf8427e,刪(進垃圾桶),1YQnlMTsJZTiJPoAtnDwJAAcyu0tvMIW3,13 宋經理(缺檔1h40m).mp3,0.0,00 曲目歌詞 (未完成).docx
d41d8cd98f00b204e9800998ecf8427e,刪(進垃圾桶),1WGIFgPxYLNiXGZookXMvqZXRn0pR27dd,A 03 放映一貫薪傳DVD (此處未收錄).txt,0.0,00 曲目歌詞 (未完成).docx
b82c747096bce8b9219945a617fbc7df,刪(進垃圾桶),1F1Az-qJfnEa7NtVNbI8e9HukWgWZJTUZ,980720_成全天使的成長_謝秀氣_正恩.mp3,52.9,980720_成全天使的成長_謝秀氣_正恩.mp3
b82c747096bce8b9219945a617fbc7df,刪(進垃圾桶),1rdlv51yKiCj7giiLvYBnIeu41kchDoXi,980720_成全天使的成長_謝秀氣_正恩.mp3,52.9,980720_成全天使的成長_謝秀氣_正恩.mp3
d9ae93096628fd717a08024fc0a21644,刪(進垃圾桶),1s9joQq-A8yePwFJS39imltwy4KFjECri,980101_了業與了愿--脫胎換骨乘愿再來_黃金葉_光慧.mp3,43.5,與了愿--脫胎換骨乘愿再來_黃金葉_光慧.mp3
4ec87050df250a3b59d111b1512fe939,刪(進垃圾桶),1peic5a5lRP-OHwvZ3Q9w_2OpouNlcIwi,971215_海外道務見聞2_王講師_正恩.mp3,26.9,971215_海外道務見聞2_王講師_正恩.mp3
040fe7edc786847215f1c9ae2292fbe4,刪(進垃圾桶),1uoVneaQ9-46LYAa2n_W2yH4MSwN-eX90,971130_開創基層道務實務與齊家修辦_陳俊言_正承.mp3,48.8,971130_開創基層道務實務與齊家修辦_陳俊言_正承.mp3
1cfc3a1f03984d14619fca05bc392d13,刪(進垃圾桶),1jh0ri_ycKBBbSEoj7eA5aMo6eVV-8u0x,970616_感人故事分享_李傳相_正詠.mp3,20.6,970616_感人故事分享_李傳相_正詠.mp3
4425253a1f22058e1681dc6286e56350,刪(進垃圾桶),1bc4RGfBGobC0NK-c6JOk9jjSu1dCN_9N,970609_感動故事分享_黃居洋_正詠.mp3,12.9,970609_感動故事分享_黃居洋_正詠.mp3
7e0831629b3affda2ab2a88fafda2e5d,刪(進垃圾桶),1iJLga67bsZEzV-lvPmR-badffTTyfXz7,970506_渡人的方法_張再興_正詠.mp3,57.0,970506_渡人的方法_張再興_正詠.mp3
f1fccb62879ec848c5d791e9fb281c31,刪(進垃圾桶),1WhDWcHq2659zXWK3hpXHL-hwDyefqoE8,970421_感動故事分享_黃秀錦.mp3,14.4,970421_感動故事分享_黃秀錦.mp3
cf2dd864b5340ebcfaca4b91b7447ca6,刪(進垃圾桶),1f0Q0ZZwW4UYG_W4w92ErB-c7M8_hCZQi,970324_感動故事分享_林寶玉_正詠.mp3,17.5,970324_感動故事分享_林寶玉_正詠.mp3
fefe05b4556410d1ff1548f33558a15e,刪(進垃圾桶),18GwSmiI6-T9FwuZZR6TFn6BmVlhcisGo,970303_募款感動故事分享_莊經理.mp3,11.3,970303_募款感動故事分享_莊經理.mp3
e2ef14acf0d1b81008f4f722cbe8f98f,刪(進垃圾桶),1lWwuyq3PD_2hSLvbw_wAZko0QI1Dgk_B,970105_因果業報與六道輪迴_張再興.mp3,17.2,970105_因果業報與六道輪迴_張再興.mp3
013c7001deab4e5958155fae384fb94f,刪(進垃圾桶),1uO64hqpvFEB3sx_bvIrT48Mfy1AG14VI,970105_一代明師的開道精神_李經理.mp3,14.2,970105_一代明師的開道精神_李經理.mp3
643099b08636c5b1046aa655f497ea03,刪(進垃圾桶),13TMdpjlkLLpjF3lbM4kpLkR7FRLYALrL,970105_理天遊記之功過樓_范聖杰.mp3,17.7,970105_理天遊記之功過樓_范聖杰.mp3
e811c6d5ac65e13b1f54aadcd144d6d0,刪(進垃圾桶),1HHuWw9K6qi_0xz4FEMQpFAi7C59kuY8w,970105_海外修辦體驗分享_江經理.mp3,16.9,970105_海外修辦體驗分享_江經理.mp3
7dffcf18e2bf6ce8ea6cf57bf38ec6ec,刪(進垃圾桶),1C7ACJfqzQxf23C9saoxGSPSPL79xYYFh,961209_如何福慧雙修以聖養凡.mp3,16.4,961209_如何福慧雙修以聖養凡.mp3
9488d4eccbfc3bb72028da1db793d9e8,刪(進垃圾桶),1oHyjsjaQWRh0G2C36vpGo7R6cTwwgMEM,960401_小組長培訓_功德迴向的意義與效用_張再興(正詠).mp3,96.9,960401_小組長培訓_功德迴向的意義與效用_張再興(正詠).mp3
8487b092053fd3a1ed4516c0bd8f1f2b,刪(進垃圾桶),1hyLb9c-IOfYx_jwxDKSZEnV4KXwBc0GY,960113_正和精進班2_闡德大仙行誼_莊經理(天元).mp3,92.6,960113_正和精進班2_闡德大仙行誼_莊經理(天元).mp3
6346345e8948210d9344b22a14819ad0,刪(進垃圾桶),1Iw2M0muLrNIY9exS22LgNX7zUt1YRKIg,960113_正和精進班2_有難我來擔_海外行道體驗分享_黃金益(天元).mp3,74.8,960113_正和精進班2_有難我來擔_海外行道體驗分享_黃金益(天元).mp3
a07564089e4dbe3b060b4f01a66a2cc4,刪(進垃圾桶),1n-ZtcHKIE_JpAl34hXnIzbibQfacu5ks,950225_良知在我心_02_江經理.mp3,13.7,950225_良知在我心_02_江經理.mp3
b618b49f8c22a5d776378d82d3773475,刪(進垃圾桶),1262OIIn23zgjhUJMtpQSfHsyJ3UcAsPS,940605_修辦道見證_01_vcd.mp3,82.4,940605_修辦道見證_01_vcd.mp3
902c7353d91ec93515c1f2b3603cb2e5,刪(進垃圾桶),1AIN5FEer5J_CohLw_FQReK9Dl0nNqIPB,940605_修辦道見證_02_vcd.mp3,39.0,940605_修辦道見證_02_vcd.mp3
b39588049c564ed17e63a718f1dcbbd5,刪(進垃圾桶),1vx3yB1GPuKmfBD0p4RGUUZ5Hx6hDF8Qh,940605_修辦道見證_03_vcd.mp3,35.8,940605_修辦道見證_03_vcd.mp3
e3d32d6a49c35628e798e9b152066227,刪(進垃圾桶),15mr9ng0BgBQinKZ30YT8n0c3OWLoV9JL,941121_實修真君行誼(正詠)_江克賜經理.mp3,94.2,941121_實修真君行誼(正詠)_江克賜經理.mp3
29de2f3030bef3f24ab9a5d907480898,刪(進垃圾桶),1usdShL3COjPKVdnlZ6BVk1vlHRE5YYX1,920401_修辦見證_吳長坤(正詠)_01.mp3,83.5,920401_修辦見證_吳長坤(正詠)_01.mp3
a08b08f8bb38f386761a1db1d93e7b6c,刪(進垃圾桶),1mFywvn01AgOFAb06MafVgbnB_DLdPwnx,920401_修辦見證_吳長坤(正詠)_02.mp3,45.4,920401_修辦見證_吳長坤(正詠)_02.mp3
2f15427c7c5c5b008effb2a04e422c2d,刪(進垃圾桶),17rt0IBBmg9gaRI-79PjQUs1emIj3hFo4,921207_光明的未來_吳順生.mp3,90.8,921207_光明的未來_吳順生.mp3
48af970cfa29373b2e339a74064be8cf,刪(進垃圾桶),1gh8h6-APpj1cm6d8iQdzNptCxDeQgNFl,950225_良知在我心_01_江經理.mp3,128.2,950225_良知在我心_01_江經理.mp3
22b9057d316dbc7c5d464a7b6f64977a,刪(進垃圾桶),1rgVaQqcQCLu_OGt3CXOtJyqw1BN40rc0,518_尼泊爾行腳_火焰山上會上帝_黃金益(正恩).mp3,57.6,518_尼泊爾行腳_火焰山上會上帝_黃金益(正恩).mp3
36fa02bb7e7545ebf4821e0b0355772c,刪(進垃圾桶),1cO8PXYU0Sc7_D0yDwlXlU7fIeDoz78Og,980511_顯化見證01_張壇主_正詠.mp3,6.1,980511_顯化見證01_張壇主_正詠.mp3
7d8d4a40835880f574c35b7e42869274,刪(進垃圾桶),1Oj7f9QiAKK5R5O1uvAqPHHSNYhp4cXfZ,980511_顯化見證02(問答)_張世興_正詠.mp3,9.3,980511_顯化見證02(問答)_張世興_正詠.mp3
c48802ed098ad6f5d0235961cb73f07c,刪(進垃圾桶),1lrVKH0_DIZQ1Unxi4au878a1a76nOuAN,08 第四章 謙德之效.mp3,7.8,08 第四章 謙德之效.mp3
99cab255fdeb541dbf3a74f7ff0ce308,刪(進垃圾桶),192VfRJv2bkNh4xhjUMDigVUcbGCZm-Yj,09 附錄一 袁了凡居士傳.mp3,6.8,09 附錄一 袁了凡居士傳.mp3
fdb88ebcf6271b8b6611e2ae74a97095,刪(進垃圾桶),1x5rXFWr1C_S7aCefa4DE7psD8Xo4ruiX,10 附錄二 雲谷禪師授袁了凡功過格.mp3,8.6,10 附錄二 雲谷禪師授袁了凡功過格.mp3
4b973989cd0bc561aa1792e200396c74,刪(進垃圾桶),1N1n70VzQ0viAzYM93g-N7GsyzA4lVOcR,11 附錄三 知命與立命.mp3,4.4,11 附錄三 知命與立命.mp3
412d272bea17bb61ad0496305935cffc,刪(進垃圾桶),1F6fLiqynYczSiqdGZu5QvvwoWhBgVI11,12 附錄四 了凡四訓是改變命運的寶典.mp3,4.6,12 附錄四 了凡四訓是改變命運的寶典.mp3
9d446a722f43ccd1809f9c1099deb32b,刪(進垃圾桶),1ZhP8o1JiM5A3oMmT4zokPr3Q46YwlDkl,04 第一章 立命之學.mp3,23.2,04 第一章 立命之學.mp3
3388ebaa70d52b98c9bf617c5470a583,刪(進垃圾桶),1zDT1-JqQiBHXVb7FGDU-Ol5kkDHjF2x4,05 第二章 改過之法.mp3,13.5,05 第二章 改過之法.mp3
360d9e18021f45a8921b84768c1d242c,刪(進垃圾桶),1bjGPCJHWceBC7wJDdxns8fWdXUYs9RgW,01 序.mp3,11.6,01 序.mp3
6b0461d07dcc6d604556123426e21c16,刪(進垃圾桶),1vT8oAyTFttHVChBGcnwYtufKEcYweABS,03 了凡四訓語譯目錄.mp3,0.8,03 了凡四訓語譯目錄.mp3
df13b89bafa949e0de302d6bcdfcc29f,刪(進垃圾桶),17-Z4VHM4Fy71F4HYUKTjKJFQSoou5Zn7,02 影印了凡四訓緣起.mp3,2.8,02 影印了凡四訓緣起.mp3
df13b89bafa949e0de302d6bcdfcc29f,刪(進垃圾桶),1vFn06_Fp0g2JMeUSkZ6qeTJyYttfWJBm,02 影印了凡四訓緣起.mp3,2.8,02 影印了凡四訓緣起.mp3
a12539ca209bc5f5241a25a259113901,刪(進垃圾桶),1PCgw0sjcTm5nSi2PmTn3vZYMiJtasUqF,02兒童讀經與潛能開發(下).mp3,58.5,02兒童讀經與潛能開發(下).mp3
7114d8a4eafd3542d49773f6b4d27173,刪(進垃圾桶),18LhUL8xaPOFw3XS7cLusarJbeS1TRDnO,2008_01_12_04_情緒管理_孫慧穎.mp3,41.6,2008_01_12_04_情緒管理_孫慧穎.mp3
46d980224e893e07747340ee31793c1a,刪(進垃圾桶),1XWNaA6Y4pwo4DPMF7i-OCrCDygI_Frum,960131_國內外見問_利秀琴經理 - 複製.mp3,116.5,960131_國內外見問_利秀琴經理.mp3
dfc592ffa77fd96c823415169b13eac9,刪(進垃圾桶),1u2FPmjxUKZjSVKgIQyLyXCQe63WyM0eC,Track04.mp3,10.2,Track04.mp3
649df0bb9386d1dac93f2f4cadacc864,刪(進垃圾桶),1IRUCifomW8a7ir7sfuGwGYX5QpdM8ORU,Track03.mp3,9.8,Track03.mp3
04dec25c3d95d182d9a2de428055a5fc,刪(進垃圾桶),1v4VCFMrYx_gIIcFiQKA4WPFgiW_4gPPx,Track02.mp3,10.1,Track02.mp3
90a4b845b7738c34e2fb837216f4d892,刪(進垃圾桶),1D01LzysW2sZo8P3OecdJDynpw-tzKjV3,Track01.mp3,11.0,Track01.mp3
c6e547824bebba55a983819c96e7db84,刪(進垃圾桶),1J5Hw8_8xqr7j8R_M3rmeZlqx86cCA-RN,01人生真諦10蔡.mp3,4.0,人生真諦10蔡.mp3
4188d9ab03702e1e62af10e913487a0b,刪(進垃圾桶),1DeOR-v7chlBF4xhUESmwEBzAnDdvjoIQ,01人生真諦09蔡.mp3,4.7,人生真諦09蔡.mp3
271c356b9b68922cbf967d9535810b6a,刪(進垃圾桶),1Xx_hnYrYFJw7tG7hJnvSEqPglTouilmc,01人生真諦06蔡.mp3,5.5,人生真諦06蔡.mp3
df8c708cc09f453bc2e72e392e69978e,刪(進垃圾桶),1epSJq8dR17NWmpq533p3JORShqim2JGz,01人生真諦11蔡.mp3,7.0,人生真諦11蔡.mp3
f9080b7f73b5b112a9d0919713cb20f7,刪(進垃圾桶),1p_eqZY2yDzbhnWUVwNrzm_x6zZvt4Euj,01人生真諦05蔡.mp3,5.6,人生真諦05蔡.mp3
c499928df356f4ad7f3a8b3af82b00a8,刪(進垃圾桶),1Suvc2mlPPDRSBD815phTIXKFX9E9e_4o,01人生真諦08蔡.mp3,5.7,人生真諦08蔡.mp3
8e5f283e85d9b7de35e8e0c447d8c254,刪(進垃圾桶),1vPFa8RDA9pFFAnmB_-CJg22Wl7UMcy1D,01人生真諦07蔡.mp3,6.0,人生真諦07蔡.mp3
4a5338bc286e26f1588b4a2f98141075,刪(進垃圾桶),1mXseMTvKvvz_8_VIDiTnbUXVF603L0pp,01人生真諦02蔡.mp3,4.7,人生真諦02蔡.mp3
eefc62fe2ed5cc2ad90e29f7215cd38e,刪(進垃圾桶),1tKKuXhQHPcZqjLMQ686mct-061_bE4uZ,01人生真諦03蔡.mp3,5.4,人生真諦03蔡.mp3
b2efd5c26a231a9a2c14ff1f3aa6d145,刪(進垃圾桶),1lmmjxZ2RrjImqMoOm6ylmgs2A9ROFNXr,01人生真諦01蔡.mp3,4.8,人生真諦01蔡.mp3
94636f32b20f6b150a8b49eec0cdc4e6,刪(進垃圾桶),1wwv9QRH3cik8Hgv_HFijDaurT1s4CzsE,01人生真諦04蔡.mp3,6.0,人生真諦04蔡.mp3
8e72aff1a9efe5cb698650999e99c8b6,刪(進垃圾桶),1JFlFCYcjVuY5Q7HYuCkZ1OVr28twJNK4,L002.MP3,5.9,L002.MP3
8e72aff1a9efe5cb698650999e99c8b6,刪(進垃圾桶),1HhGQx7ByKrPtN1P8NjrSdcZHIIS_VFZT,L002.MP3,5.9,L002.MP3
dddf50110aaee585969b34798f52642e,刪(進垃圾桶),1hE0eDMFs9PDjJuSSR3xfnLxXGmpmLVJP,信愿行證11!s.mp3,5.7,信愿行證11!s.mp3
421933da842cb5b3214bee822fa71ca3,刪(進垃圾桶),1ahWT-yB6zwHZFfEI_SbbDh258mNJhNpP,信愿行證10!s.mp3,5.7,信愿行證10!s.mp3
ba5817e7fa27d337eb1d2eb40c74cb40,刪(進垃圾桶),1FZgRU8_Pm1MxeNU8JphAP18BsDfZnBdQ,信愿行證09!s.mp3,5.8,信愿行證09!s.mp3
f4ca95176e673d08505d9cefdbb8b400,刪(進垃圾桶),1v-8pYA8bB79FXMAAuwEE8HguHoGAHsWo,信愿行證08!s.mp3,5.8,信愿行證08!s.mp3
9200592ef0fa13fec85115cf976348ba,刪(進垃圾桶),1E18OgLsXZh4YetQZBHAB49TnfJS9dtUb,信愿行證07!s.mp3,5.7,信愿行證07!s.mp3
36613c9c149760ecc1b746338ea299ea,刪(進垃圾桶),1ckqfeRO_OV9QIlzX7bcQf7ezAuaVw0cd,信愿行證06!s.mp3,5.7,信愿行證06!s.mp3
b19636776222ebfda790246926ab4f72,刪(進垃圾桶),1eLz4tYp1OBnLRqChFh4ia5v1sNgnYSbp,信愿行證05!s.mp3,5.6,信愿行證05!s.mp3
a2171a9e42c39819968507269b4a536b,刪(進垃圾桶),1CroHQd8zbnVvQ2lYu82BNw1OoaANDvBC,信愿行證04!s.mp3,5.7,信愿行證04!s.mp3
6db2acd563fac637a71a1b6c0f13be6b,刪(進垃圾桶),1caI7WUoeb89_HGWgmPf4DGN5PC5JRJ6H,信愿行證03!s.mp3,5.6,信愿行證03!s.mp3
600121ed1523b5e6403b46488a981374,刪(進垃圾桶),15fckkbzDZ8IlHfuGN7xofTM6inR1786F,信愿行證02!s.mp3,6.8,信愿行證02!s.mp3
02a85c452d630c5e139e18bbf512018f,刪(進垃圾桶),1s2QtrlY_7Q8ZfYeSYZ-31jFF8XASNF-A,信愿行證01!s.mp3,4.5,信愿行證01!s.mp3
700472343fb3f89efbf08f990557fe35,刪(進垃圾桶),1mGblLDIbRQz-5-L9rA4zDn5Xxmk-aJIi,人生真諦07.mp3,7.6,人生真諦07.mp3
36f69f6ba513358f862773696220631a,刪(進垃圾桶),1kBWaet9cyGDfzN9vIg6xKYXIxwHVPcsj,人生真諦06.mp3,9.2,人生真諦06.mp3
32f0416abf452f51c9be885ad0f6d4d5,刪(進垃圾桶),1cbOkMRvr3VAdg0_SIVM38ogRNnYqqi2N,人生真諦05.mp3,9.2,人生真諦05.mp3
2d556d2684909980a092a2d6f7926974,刪(進垃圾桶),12wep1dkOL5qwF4ZLu3Q-WoJSntmwvpQE,人生真諦04.mp3,9.2,人生真諦04.mp3
066882aa52b30e1fb0c2365b9fbe2ef3,刪(進垃圾桶),1AFUh572LYtxfsbrxdwPQhSqb4VaT1ZO5,人生真諦03.mp3,9.2,人生真諦03.mp3
c98a61e1a858a4e6b358a1410c6e0864,刪(進垃圾桶),17UIITHbOmX2KypvTPVmRxBKCpsS0RZeE,人生真諦02.mp3,9.2,人生真諦02.mp3
626604047f76c2f8223a22729e5f1e5f,刪(進垃圾桶),1Lao3h0Akk3Entr2li1txocru7esQU9r1,人生真諦01.mp3,9.2,人生真諦01.mp3
